id;label;shape;bgcolor;fontcolor;rank;subgraph;mainGraph;is_terminal;href;tooltip;descr;openSource;keyQuestions;keyLink
Project Start;Project Start;rectangle;#005AB5;white;1;initial;initial;no;NA;;NA;;What is the gap in the literature and the resulting research question? || Is funding available to conduct the project? || What are the time plan and work packages of the project? || Who is responsible for what in the project?;https://igor-biodgps.github.io/ARIADNE/contentpages/step1.html#step-1-project-start
Project Start;Project Start;rectangle;#005AB5;white;1;ProjectStart;ProjectStart;no;NA;;NA;;;
Literature;Literature;diamond;#40B0A6;white;2;ProjectStart;ProjectStart;no;NA;;NA;;;
Literature;Literature;diamond;#40B0A6;white;2;Literature;ProjectStart;no;NA;;NA;;;
Unpaywall;Unpaywall;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://unpaywall.org/;https://unpaywall.org/;If you would like to read an article that is not open access, and your institution does not subscribe to the journal, consider Unpaywall.;FALSE;;
How to get a paper;How to get a paper;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://twitter.com/AStrasser116/status/1576648460194807808?s=20&t=9Zfcge_IfN5hzMf7Dt9Pxw;https://twitter.com/AStrasser116/status/1576648460194807808?s=20&t=9Zfcge_IfN5hzMf7Dt9Pxw;How to download academic papers and books for free.;FALSE;;
Literature Excel organization;Literature Excel organization;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://www.youtube.com/watch?v=Y40Wy1guAiQ;https://www.youtube.com/watch?v=Y40Wy1guAiQ;No literature review will ever be the same again, if you use this tutorial to organize all your literature in Excel.;FALSE;;
Elicit;Elicit;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://elicit.org/;https://elicit.org/;"Elicit is your AI research assistant that ""uses language models to help you automate research workflows"", by finding ""relevant papers without perfect keyword match"", summarizing ""takeaways from the paper specific to your question"", and extracting relevant information.";FALSE;;
Connected Papers;Connected Papers;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://www.connectedpapers.com/;https://www.connectedpapers.com/;"To explore connections between published papers (e.g., for a literature review), use Connected Papers. This is also nice to see the reach of your own research! It is a ""unique, visual tool to help researchers and applied scientists find and explore papers relevant to their field of work"".";FALSE;;
Snowball;Snowball;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://github.com/shaunabanana/snowball;https://github.com/shaunabanana/snowball;A tool that would find related articles with snowballing method.;FALSE;;
Research Rabbit;Research Rabbit;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://www.researchrabbit.ai/;https://www.researchrabbit.ai/;Use Research Rabbit to find both germinal and future works from a single (or multiple) works.;FALSE;;
Scholarcy;Scholarcy;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://www.scholarcy.com/;https://www.scholarcy.com/;Want an AI to summarize literature for you? Wait no more, Scholarcy comes to the rescue.;FALSE;;
LitMaps;LitMaps;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://www.litmaps.com/;https://www.litmaps.com/;An all-rounder tool for visual research navigation, citation network search, and team synchronization.;FALSE;;
10 ways to OpenAccess;10 ways to OpenAccess;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://alelazic.blogspot.com/2021/11/ten-ways-to-find-open-access-articles.html;https://alelazic.blogspot.com/2021/11/ten-ways-to-find-open-access-articles.html;A list of 10 different ways to get to open-access articles.;FALSE;;
Consensus;Consensus;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://consensus.app/;https://consensus.app/;A search engine that uses AI to extract and summarize findings from scientific work.;FALSE;;
Seaboat;Seaboat;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://www.seaboat.io/;https://www.seaboat.io/;This app helps you organize your evaluation of a empirical research, focusing on threats to validity. Read the corresponding paper here: https://psyarxiv.com/fc8v3.;FALSE;;
Semantic Scholar;Semantic Scholar;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://www.semanticscholar.org/;https://www.semanticscholar.org/;A free, AI-powered research tool to find scientific literature.;FALSE;;
Improving Statistical Questions by Daniel Lakens;Improving Statistical Questions by Daniel Lakens;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://www.coursera.org/learn/improving-statistical-questions;https://www.coursera.org/learn/improving-statistical-questions;The course aims to help you to ask better statistical questions when performing empirical research.;TRUE;;
Brain Interpreter;Brain Interpreter;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://braininterpreter.com/;https://braininterpreter.com/;An artificial neural network that predicts brain activation maps from snippets of text.;FALSE;;
Open Access Button;Open Access Button;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://openaccessbutton.org/;https://openaccessbutton.org/;Free, legal research articles delivered instantly or automatically requested from authors.;TRUE;;
MeSH;MeSH;ellipse;#D41159;white;3;Literature;ProjectStart;yes;https://www.ncbi.nlm.nih.gov/mesh/;https://www.ncbi.nlm.nih.gov/mesh/;MeSH (Medical Subject Headings) is the NLM controlled vocabulary thesaurus used for indexing PubMed citations. Use the MeSH database to find MeSH terms, including Subheadings, Publication Types, Supplementary Concepts and Pharmacological Actions, and then build a PubMed search. The MeSH database can be searched by MeSH term, MeSH Entry Term, Subheading, Publication Type, Supplementary Concept, or MeSH Scope Note.;FALSE;;
Communities;Communities;diamond;#40B0A6;white;2;ProjectStart;ProjectStart;no;NA;;NA;FALSE;;
Communities;Communities;diamond;#40B0A6;white;2;Communities;ProjectStart;no;NA;;NA;;;
Open Knowledge Foundation;Open Knowledge Foundation;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://okfn.org/en/;https://okfn.org/en/;The Open Knowledge Foundation creates digital tools, equip people with skills, and expand digitally savvy networks that understand the transformative power of openness.;HYBRID;;
Center for Open Science;Center for Open Science;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://www.cos.io/;https://www.cos.io/;Their mission is to increase openness, integrity, and reproducibility of research.;TRUE;;
Database of Open Science communities;Database of Open Science communities;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://docs.google.com/spreadsheets/d/1CuO7ZjJUuMGvvMmRfnXfPbvTnfWc5lO4oFE2U22nAic/edit?gid=1718200050#gid=1718200050;https://docs.google.com/spreadsheets/d/1CuO7ZjJUuMGvvMmRfnXfPbvTnfWc5lO4oFE2U22nAic/edit?gid=1718200050#gid=1718200050;A list of communities promoting/impacted by open science practices.;TRUE;;
International Network of Open Science & Scholarship Communities;International Network of Open Science & Scholarship Communities;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://osc-international.com/;https://osc-international.com/;INOSC is an international network of local Open Science & Open Scholarship communities (OSC). OSCs are hubs where academics learn from their peers how to make their workflows more open. More and more academics are joining OSCs, ready to put Open Science to practice.;TRUE;;
Global Reproducibility Networks;Global Reproducibility Networks;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://www.ukrn.org/global-networks/;https://www.ukrn.org/global-networks/;A Reproducibility Network (RN) is a national, peer-led consortium of researchers that aims to promote and ensure rigorous research practices by establishing appropriate training activities, designing and evaluating research improvement efforts, disseminating best practice and working with stakeholders to coordinate efforts across the sector.;TRUE;;
ReproducibiliTea;ReproducibiliTea;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://reproducibilitea.org/;https://reproducibilitea.org/;A grassroots journal club initiative that helps researchers create local Open Science journal clubs at their universities to discuss diverse issues, papers and ideas about improving science, reproducibility and the Open Science movement.;TRUE;;
The Society for the Improvement of Psychological Science;The Society for the Improvement of Psychological Science;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://improvingpsych.org/;https://improvingpsych.org/;Brings together scholars working to improve methods and practices in psychological science.;TRUE;;
Global Young Academy;Global Young Academy;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://globalyoungacademy.net/;https://globalyoungacademy.net/;"Please provide a short description of the resource (1-3 sentences):
The vision of the Global Young Academy (GYA) is science for all; science for the future, and its mission to give a voice to young scientists around the world.";TRUE;;
RepliCATS;RepliCATS;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://replicats.research.unimelb.edu.au/;https://replicats.research.unimelb.edu.au/;An interdisciplinary group of researchers interested in how structured group deliberation processes can improve scientific processes and practices, from post-publication peer review to improving the generalizability of research to global South contexts.;TRUE;;
Psychological Science Accelerator;Psychological Science Accelerator;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://psysciacc.org/;https://psysciacc.org/;"A globally distributed network of researchers that pool intellectual and material resources to accelerate the accumulation of rigorous knowledge in psychological science.
";TRUE;;
The Turing Way;The Turing Way;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://book.the-turing-way.org/;https://book.the-turing-way.org/;An open science, open collaboration, and community-driven project. We involve and support a diverse community of contributors to make data science accessible, comprehensible and effective for everyone.;;;
FORRT;FORRT;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://forrt.org/;https://forrt.org/;FORRT is a Framework for Open and Reproducible Research Training advancing research transparency, reproducibility, rigor, and ethics through pedagogical reform and meta-scientific research.;TRUE;;
ABRIR;ABRIR;ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://abrirpsy.org/;https://abrirpsy.org/;"An international consortium of researchers that aims to identify the unique barriers faced by researchers from LMICs (low-to-middle income countries) while participating and leading in Big-Team/Open Science projects.
";TRUE;;
Public Open Science Institute (ZPID);Public Open Science Institute (ZPID);ellipse;#D41159;white;3;Communities;ProjectStart;yes;https://leibniz-psychology.org/en/;https://leibniz-psychology.org/en/;The supra-regional research support facility for psychology in German-speaking countries. It supports the entire scientific work process, from literature research and study planning to data collection and analyses to documentation, archiving and publication of results.;HYBRID;;
Funding;Funding;diamond;#40B0A6;white;2;ProjectStart;ProjectStart;no;NA;;NA;;;
Funding;Funding;diamond;#40B0A6;white;2;Funding;ProjectStart;no;NA;;NA;;;
Postdoc funding;Postdoc funding;ellipse;#D41159;white;3;Funding;ProjectStart;yes;https://research.jhu.edu/rdt/funding-opportunities/postdoctoral/;https://research.jhu.edu/rdt/funding-opportunities/postdoctoral/;Find a list of postdoctoral funding opportunities (there are also separate lists for neuroscience/neurology and cancer/oncology).;FALSE;;
Organization;Organization;diamond;#40B0A6;white;2;ProjectStart;ProjectStart;no;NA;;NA;;;
Organization;Organization;diamond;#40B0A6;white;2;Organization;ProjectStart;no;NA;;NA;;;
Brainverse;Brainverse;ellipse;#D41159;white;3;Organization;ProjectStart;yes;https://github.com/ReproNim/brainverse;https://github.com/ReproNim/brainverse;A neat, open-source, cross-platform tool for notetaking, experiment planning and a labbook tool.;FALSE;;
Notion;Notion;ellipse;#D41159;white;3;Organization;ProjectStart;yes;http://notion.so/;http://notion.so/;Notion is the best application there is to keep all your (PhD) note-taking mess in one place.;FALSE;;
Trello;Trello;ellipse;#D41159;white;3;Organization;ProjectStart;yes;https://trello.com/;https://trello.com/;Trello helps you stay organized and work together with others by letting you create lists about anything you want.;FALSE;;
The Good Research Code Handbook;The Good Research Code Handbook;ellipse;#D41159;white;3;Organization;ProjectStart;yes;https://goodresearch.dev/index.html;https://goodresearch.dev/index.html;Organize your code so that it is easy to understand and works reliably.;FALSE;;
Ganttrify;Ganttrify;ellipse;#D41159;white;3;Organization;ProjectStart;yes;https://github.com/giocomai/ganttrify;https://github.com/giocomai/ganttrify;Check out this handy tool to create Gantt charts in R.;FALSE;;
Miro;Miro;ellipse;#D41159;white;3;Organization;ProjectStart;yes;https://miro.com/;https://miro.com/;You can use Miro for creating visual presentations of anything, and most of all, for collaboration with others! The possibilities are endless.;FALSE;;
Toggl;Toggl;ellipse;#D41159;white;3;Organization;ProjectStart;yes;https://toggl.com/;https://toggl.com/;Time tracking software to boost performance and get paid for every billable minute. An intuitive tool that makes time tracking painless for the entire team.;FALSE;;
GitLab Roadmap;GitLab Roadmap;ellipse;#D41159;white;3;Organization;ProjectStart;yes;https://docs.gitlab.com/ee/user/group/roadmap/;https://docs.gitlab.com/ee/user/group/roadmap/;GitLab roadmap is a project 'roadmap' tool where you can plan your project in monthly, weekly, quarterly bins with subprojects and assignments etc.;FALSE;;
Big Team Setup;Big Team Setup;ellipse;#D41159;white;3;Organization;ProjectStart;yes;https://debruine.github.io/big-team-setup/;https://debruine.github.io/big-team-setup/;This guide is aimed at people wanting to start a big team science group from the grassroots, with little or no financial or administrative support.;FALSE;;
Time Graphic;Time Graphic;ellipse;#D41159;white;3;Organization;ProjectStart;yes;https://time.graphics/de/;https://time.graphics/de/;Free online timeline maker;FALSE;;
Study design;Study design;rectangle;#005AB5;white;1;initial;initial;no;NA;;NA;;What are the hypotheses and how can they be tested? || Which independent variables (IVs) are manipulated? || Which dependent variables (DVs) need to be measured? || Is approval by an ethics/institutional review board (IRB) needed? || How large should the sample be?;https://igor-biodgps.github.io/ARIADNE/contentpages/step2.html#step-2-study-design
Study design;Study design;rectangle;#005AB5;white;1;Studydesign;Studydesign;no;NA;;NA;;;
Sample size;Sample size;diamond;#40B0A6;white;2;Studydesign;Studydesign;no;NA;;NA;;;
Design framework;Design framework;diamond;#40B0A6;white;2;Studydesign;Studydesign;no;NA;;NA;;;
Data availability;Data availability;diamond;#40B0A6;white;2;Studydesign;Studydesign;no;NA;;NA;;;
Sample size;Sample size;diamond;#40B0A6;white;2;Samplesize;Studydesign;no;NA;;NA;;;
Sample size justification Shiny app;Sample size justification Shiny app;ellipse;#D41159;white;3;Samplesize;Studydesign;yes;https://shiny.ieis.tue.nl/sample_size_justification/;https://shiny.ieis.tue.nl/sample_size_justification/;If you need help justifying your sample size, use this Shiny app from Daniel Lakens.;FALSE;;
WebPower online tool;WebPower online tool;ellipse;#D41159;white;3;Samplesize;Studydesign;yes;https://webpower.psychstat.org/wiki/;https://webpower.psychstat.org/wiki/;WebPower is a collection of tools for conducting statistical power analysis online.;TRUE;;
Gpower;Gpower;ellipse;#D41159;white;3;Samplesize;Studydesign;yes;https://www.psychologie.hhu.de/arbeitsgruppen/allgemeine-psychologie-und-arbeitspsychologie/gpower;https://www.psychologie.hhu.de/arbeitsgruppen/allgemeine-psychologie-und-arbeitspsychologie/gpower;G*Power is a tool to compute statistical power analyses for many different t tests, F tests, ?2 tests, z tests and some exact tests. G*Power can also be used to compute effect sizes and to display graphically the results of power analyses.;FALSE;;
Design framework;Design framework;diamond;#40B0A6;white;2;Designframework;Studydesign;no;NA;;NA;;;
Presentation;Presentation;ellipse;#D41159;white;4;Designframework;Studydesign;yes;https://www.neurobs.com/menu_presentation/menu_features/features_overview;https://www.neurobs.com/menu_presentation/menu_features/features_overview;Presentation is a stimulus delivery and experiment control program for neuroscience;FALSE;;
Pavlovia;Pavlovia;ellipse;#D41159;white;4;Designframework;Studydesign;yes;https://pavlovia.org/;https://pavlovia.org/;Pavlovia is a place for the wide community of researchers in the behavioural sciences to run, share, and explore experiments online.;FALSE;;
Matlab;Matlab;diamond;#40B0A6;white;3;Designframework;Studydesign;no;NA;;NA;;;
Python;Python;diamond;#40B0A6;white;3;Designframework;Studydesign;no;NA;;NA;;;
Javascript;Javascript;diamond;#40B0A6;white;3;Designframework;Studydesign;no;NA;;NA;;;
Matlab;Matlab;diamond;#40B0A6;white;3;Matlab;Studydesign;no;NA;;NA;;;
Psychtoolbox;Psychtoolbox;ellipse;#D41159;white;4;Matlab;Studydesign;yes;http://psychtoolbox.org/;http://psychtoolbox.org/;Psychtoolbox is an open-source software package used in MATLAB and GNU Octave for creating experiments in the fields of psychology, neuroscience, and vision research. It provides a collection of functions that allow researchers to control the presentation of stimuli and the collection of responses, making it a valuable tool for conducting behavioral experiments and studies involving human perception and cognition.;FALSE;;
Python;Python;diamond;#40B0A6;white;3;Python;Studydesign;no;NA;;NA;;;
PsychoPy;PsychoPy;ellipse;#D41159;white;4;Python;Studydesign;yes;https://www.psychopy.org/;https://www.psychopy.org/;PsychoPy is an open-source software package used for creating and conducting experiments in psychology and neuroscience, providing tools to generate various types of stimuli and collect data, often used in research and educational settings.;FALSE;;
Javascript;Javascript;diamond;#40B0A6;white;3;Javascript;Studydesign;no;NA;;NA;;;
JsPsych;JsPsych;ellipse;#D41159;white;4;Javascript;Studydesign;yes;https://www.jspsych.org/7.3/;https://www.jspsych.org/7.3/;jsPsych is a JavaScript framework designed to develop behavioral experiments that can be executed within a web browser.;FALSE;;
Gorilla;Gorilla;ellipse;#D41159;white;4;Designframework;Studydesign;yes;https://gorilla.sc/?gclid=CjwKCAjw6fyXBhBgEiwAhhiZshYWN20_NN2f-nllP964f5t21bRoEJCun03fT7cDfUsqt_Zqql3xWxoCUywQAvD_BwE;https://gorilla.sc/?gclid=CjwKCAjw6fyXBhBgEiwAhhiZshYWN20_NN2f-nllP964f5t21bRoEJCun03fT7cDfUsqt_Zqql3xWxoCUywQAvD_BwE;The Gorilla Experiment Builder is a cloud based research platform that allows researchers and students to quickly and easily create and host behavioural (reaction-time) experiments online.;FALSE;;
Data availability;Data availability;diamond;#40B0A6;white;2;Dataavailability;Studydesign;no;NA;;NA;;;
Datasets;Datasets;diamond;#40B0A6;white;3;Dataavailability;Studydesign;no;NA;;NA;;;
Datasets;Datasets;diamond;#40B0A6;white;3;Datasets;Studydesign;no;NA;;NA;;;
Imaging data;Imaging data;diamond;#40B0A6;white;4;Datasets;Studydesign;no;NA;;NA;;;
Emotions;Emotions;diamond;#40B0A6;white;4;Datasets;Studydesign;no;NA;;NA;;;
PsychOpen CAMA;PsychOpen CAMA;ellipse;#D41159;white;5;Datasets;Studydesign;yes;https://cama.psychopen.eu/;https://cama.psychopen.eu/;PsychOpen CAMA enables accessing meta-analytic datasets, reproducing meta-analyses and dynamically updating evidence from new primary studies collaboratively.;TRUE;;
24 days of databases;24 days of databases;ellipse;#D41159;white;5;Datasets;Studydesign;yes;https://twitter.com/fier_caitlin/status/1333731512676651008?s=20;https://twitter.com/fier_caitlin/status/1333731512676651008?s=20;Somebody on Twitter was gracious enough to summarize some cool datasets that you can work on.;FALSE;;
BIONIC project;BIONIC project;ellipse;#D41159;white;5;Datasets;Studydesign;yes;https://www.cambridge.org/core/journals/twin-research-and-human-genetics/article/genomics-research-of-lifetime-depression-in-the-netherlands-the-biobanks-netherlands-internet-collaboration-bionic-project/8D84DF040959752535F20AB99BEBB909;https://www.cambridge.org/core/journals/twin-research-and-human-genetics/article/genomics-research-of-lifetime-depression-in-the-netherlands-the-biobanks-netherlands-internet-collaboration-bionic-project/8D84DF040959752535F20AB99BEBB909;BIObanks Netherlands Internet Collaboration (BIONIC) Project: This article describes the BIONIC Project, a large-scale Dutch dataset (>100.000) individuals with genome-wide genotype data and informaton on depression-related phenotypes;FALSE;;
Emotions;Emotions;diamond;#40B0A6;white;4;Emotions;Studydesign;no;NA;;NA;;;
Popane;Popane;ellipse;#D41159;white;5;Emotions;Studydesign;yes;https://osf.io/94bpx/;https://osf.io/94bpx/;A large database on the psychophysiology of positive and negative emotions. This database involves recording of 1157 healthy participants, collected across seven studies, a continuous recordof self-reported affect along with several biosignals (electrocardiogram, impedance cardiogram, electrodermal activity, hemodynamic measures, e.g., blood pressure), respiration trace, and skin temperature. [The authors] experimentally elicited a wide range of positive and negative emotions, including amusement, anger, disgust, excitement, fear, gratitude, sadness, tenderness, and threat.;FALSE;;
Imaging data;Imaging data;diamond;#40B0A6;white;4;Imagingdata;Studydesign;no;NA;;NA;;;
NeuroSynth;NeuroSynth;ellipse;#D41159;white;5;Imagingdata;Studydesign;yes;https://neurosynth.org/;https://neurosynth.org/;Neurosynth is a platform for large-scale, automated synthesis of functional magnetic resonance imaging (fMRI) data.;FALSE;;
Study Implementation;Study Implementation;rectangle;#005AB5;white;1;initial;initial;no;NA;;NA;;What measures are most fitting (tasks, questionnaires, etc.)? || What stimuli need to be created (e.g., pictures, videos, text)? || Which programming environment should be used?;https://igor-biodgps.github.io/ARIADNE/contentpages/step3.html#step-3-study-implementation
Study Implementation;Study Implementation;rectangle;#005AB5;white;1;StudyImplementation;StudyImplementation;no;NA;;NA;;;
Preregistration Framework;Preregistration Framework;diamond;#40B0A6;white;2;StudyImplementation;StudyImplementation;no;NA;;NA;;;
Registered Report Framework;Registered Report Framework;ellipse;#D41159;white;2;StudyImplementation;StudyImplementation;yes;https://www.cos.io/initiatives/registered-reports;https://www.cos.io/initiatives/registered-reports;Registered Reports is a publishing format that emphasizes the importance of the research question and the quality of methodology by conducting peer review prior to data collection. High quality protocols are then provisionally accepted for publication if the authors follow through with the registered methodology.;FALSE;;
PRISMA Guidelines;PRISMA Guidelines;ellipse;#D41159;white;2;StudyImplementation;StudyImplementation;yes;https://www.prisma-statement.org/;https://www.prisma-statement.org/;The PRISMA guidelines are designed to help authors transparently report why their systematic review or meta-analysis was done, what methods they used, and what they found.;FALSE;;
Tests;Tests;diamond;#40B0A6;white;2;StudyImplementation;StudyImplementation;no;;;;FALSE;;
Tests;Tests;diamond;#40B0A6;white;2;Tests;StudyImplementation;no;;;;FALSE;;
Open Test Archive;Open Test Archive;ellipse;#D41159;white;3;Tests;StudyImplementation;yes;https://www.testarchiv.eu/en;https://www.testarchiv.eu/en;A repository for test instruments from various fields of psychology and related disciplines. Currently hosting 238 open access tests, it ranks among the largest repositories in the German-speaking regions and is updated and expanded on an ongoing basis.;FALSE;;
APA PsycTests;APA PsycTests;ellipse;#D41159;white;3;Tests;StudyImplementation;yes;https://www.apa.org/pubs/databases/psyctests;https://www.apa.org/pubs/databases/psyctests;A one-of-a-kind database of psychological tests and measures designed for use with social and behavioral science research.;FALSE;;
Preregistration Framework;Preregistration Framework;diamond;#40B0A6;white;2;PreregistrationFramework;StudyImplementation;no;NA;;NA;;;
PROSPERO;PROSPERO;ellipse;#D41159;white;3;PreregistrationFramework;StudyImplementation;yes;https://www.crd.york.ac.uk/prospero/;https://www.crd.york.ac.uk/prospero/;PROSPERO accepts registrations for systematic reviews, rapid reviews and umbrella reviews. PROSPERO does not accept scoping reviews or literature scans. Sibling PROSPERO sites registers systematic reviews of human studies and systematic reviews of animal studies.;FALSE;;
OSF Templates;OSF Templates;ellipse;#D41159;white;3;PreregistrationFramework;StudyImplementation;yes;https://osf.io/zg78t;https://osf.io/zg78t;A list of available preregistration templates.;FALSE;;
AsPredicted;AsPredicted Templates;ellipse;#D41159;white;3;PreregistrationFramework;StudyImplementation;yes;https://aspredicted.org/;https://aspredicted.org/;A platform to upload AsPredicted preregistrations.;FALSE;;
ZPID PreReg;ZPID PreReg;ellipse;#D41159;white;3;PreregistrationFramework;StudyImplementation;yes;https://prereg-psych.org/index.php/rrp;https://prereg-psych.org/index.php/rrp;A domain-specific repository for preregistrations.;FALSE;;
Stimulus Material;Stimulus Material;diamond;#40B0A6;white;2;StudyImplementation;StudyImplementation;no;NA;;NA;;;
Stimulus Material;Stimulus Material;diamond;#40B0A6;white;2;StimulusMaterial;StudyImplementation;no;NA;;NA;;;
EMBODY/EMFACE;EMBODY/EMFACE;ellipse;#D41159;white;3;StimulusMaterial;StudyImplementation;yes;https://www.psychologie.uni-freiburg.de/abteilungen/psychobio/tests;https://www.psychologie.uni-freiburg.de/abteilungen/psychobio/tests;This is a 2022 published tool to measure how good people can recognize emotions in the body or face.;FALSE;;
Empathy for pain;Empathy for pain;ellipse;#D41159;white;3;StimulusMaterial;StudyImplementation;yes;https://osf.io/2q3zu/files/osfstorage;https://osf.io/2q3zu/files/osfstorage;Pictures showing hands in painful situations that can be used to assess empathy for others' pain.;FALSE;;
Full body stimuli;Full body stimuli;ellipse;#D41159;white;3;StimulusMaterial;StudyImplementation;yes;https://www.paulconnorpsych.com/stimuli;https://www.paulconnorpsych.com/stimuli;Need some full-body stimuli in your experiments? Look no further.;FALSE;;
KAPODI;KAPODI;ellipse;#D41159;white;3;StimulusMaterial;StudyImplementation;yes;https://airtable.com/shrnVoUZrwu6riP9b/tbljKUnVvikhzaNvF/viwlo7OvlHBG2q88P?blocks=hide;https://airtable.com/shrnVoUZrwu6riP9b/tbljKUnVvikhzaNvF/viwlo7OvlHBG2q88P?blocks=hide;A huge database of every emotional stimuli you can think of and may want to use in your experiments.;FALSE;;
Piloting;Piloting;rectangle;#005AB5;white;1;initial;initial;no;NA;;NA;;Is the study feasible? || Do all manipulations work as intended?;https://igor-biodgps.github.io/ARIADNE/contentpages/step4.html#step-4-piloting
Piloting;Piloting;rectangle;#005AB5;white;1;Piloting;Piloting;no;NA;;NA;;;
Data simulation;Data simulation;ellipse;#D41159;white;2;Piloting;Piloting;yes;https://gretel.ai/blog/data-simulation#:~:text=Data%20simulation%20is%20the%20process,predict%20events%20and%20validate%20models;https://gretel.ai/blog/data-simulation#:~:text=Data%20simulation%20is%20the%20process,predict%20events%20and%20validate%20models;Data simulation in an experiment involves creating artificial or synthetic data that mimics the characteristics of real-world data. This process is commonly used for testing and validation purposes.;FALSE;;
Feasibility studies;Feasibility studies;ellipse;#D41159;white;2;Piloting;Piloting;yes;https://pilotandfeasibilitystudies.qmul.ac.uk/;https://pilotandfeasibilitystudies.qmul.ac.uk/;This website is designed to support those conducting pilot and feasibility studies using randomised and non-randomised designs and those carrying out methodological research on these types of studies.;FALSE;;
